feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1941,CUST1674,Product D,User Experience,I love this product! It's exactly what I needed.,4,Positive,98,2024-08-28,East,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1942,CUST6194,Product C,Pricing,Five stars! The quality is superb and the price is reasonable.,5,Positive,95,2025-02-03,North,New,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1943,CUST5825,Product E,User Experience,Amazing experience! The product exceeded my expectations.,5,Positive,82,2025-01-25,North,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1944,CUST9946,Product B,Delivery,Amazing experience! The product exceeded my expectations.,5,Positive,81,2024-06-20,South,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1945,CUST3258,Product E,Delivery,The delivery was fast and the product is exactly as described.,4,Positive,99,2024-10-02,North,Returning,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1946,CUST1194,Product D,Features,The experience was okay. Some issues but manageable.,3,Neutral,62,2024-08-14,South,Returning,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1947,CUST9451,Product E,User Experience,Outstanding customer service. They resolved my issue quickly.,5,Positive,87,2024-06-20,West,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1948,CUST8025,Product D,Customer Service,Amazing experience! The product exceeded my expectations.,5,Positive,86,2025-02-14,West,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1949,CUST1158,Product D,Features,Great value for money. Highly recommend to everyone!,4,Positive,89,2025-05-24,East,Returning,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1950,CUST1380,Product E,Product Quality,Five stars! The quality is superb and the price is reasonable.,5,Positive,90,2024-06-17,South,New,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1951,CUST4345,Product D,Product Quality,The product quality is subpar and doesn't meet expectations.,2,Negative,22,2024-10-03,West,New,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1952,CUST5991,Product A,Customer Service,The team was very helpful and professional.,5,Positive,100,2025-02-28,North,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1953,CUST4058,Product B,Product Quality,The team was very helpful and professional.,5,Positive,80,2025-05-19,West,Returning,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1954,CUST1941,Product C,User Experience,Very happy with my purchase. Great product!,4,Positive,94,2024-05-28,North,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1955,CUST3572,Product A,Customer Service,The experience was okay. Some issues but manageable.,3,Neutral,62,2024-09-29,West,Returning,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1956,CUST6075,Product D,Features,Outstanding customer service. They resolved my issue quickly.,4,Positive,86,2024-01-09,West,New,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1957,CUST8519,Product C,Customer Service,Overpriced and low quality. Would not recommend.,1,Negative,26,2025-07-10,North,New,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1958,CUST6388,Product E,Pricing,Five stars! The quality is superb and the price is reasonable.,4,Positive,96,2025-01-29,West,Returning,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1959,CUST8476,Product C,Features,Amazing experience! The product exceeded my expectations.,5,Positive,100,2025-06-11,East,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1960,CUST5081,Product B,User Experience,It's decent but could be better. Price is fair.,3,Neutral,63,2025-07-19,West,Returning,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1961,CUST2565,Product D,Features,It's decent but could be better. Price is fair.,3,Neutral,68,2024-11-27,North,New,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1962,CUST4559,Product D,Pricing,Very happy with my purchase. Great product!,5,Positive,82,2024-04-09,North,Returning,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1963,CUST8388,Product B,Delivery,Complete waste of money. Very unsatisfied.,2,Negative,23,2024-01-17,South,Premium,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1964,CUST6630,Product D,Customer Service,Amazing experience! The product exceeded my expectations.,5,Positive,92,2023-12-15,West,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1965,CUST8942,Product D,Product Quality,Great value for money. Highly recommend to everyone!,5,Positive,94,2023-11-10,North,Premium,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1966,CUST5573,Product B,Customer Service,Fantastic! Will definitely order again.,4,Positive,95,2025-09-02,North,Premium,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1967,CUST2271,Product A,Features,Amazing experience! The product exceeded my expectations.,5,Positive,85,2024-02-10,East,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1968,CUST4541,Product D,Features,Outstanding customer service. They resolved my issue quickly.,4,Positive,97,2025-01-24,North,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1969,CUST6051,Product D,Product Quality,Poor customer service. They didn't respond to my complaints.,2,Negative,32,2025-04-18,North,New,poor customer service. they didnt respond to my complaints.,"['poor', 'customer', 'service', '.', 'they', 'didnt', 'respond', 'to', 'my', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaint', '.']",poor customer service . didnt respond complaint .
